pitch;yaw;velocity
1.46237e+78;6.02878e+78;-4.27923e+76
1.2762e+79;4.53252e+78;-1.54546e+77
-8.74664e+78;3.90919e+76;-2.54154e+78
4.74545e+79;6.63902e+78;-1.48405e+78
4.23089e+79;3.19312e+78;-5.23547e+78
-1.68198e+79;1.03287e+79;-7.67643e+78
-7.16529e+79;2.14061e+79;-1.48337e+79
-1.23356e+80;-5.1699e+79;5.48074e+77
-2.75913e+80;-4.08366e+79;2.00864e+79
-3.17772e+80;-2.42168e+79;2.18609e+79
-3.93019e+80;-1.67101e+80;6.54443e+79
-1.17417e+81;-1.06067e+80;6.52149e+79
-1.57134e+81;-3.06473e+80;6.80971e+79
-4.99416e+80;-3.84244e+80;-7.34038e+79
1.28491e+81;-4.65921e+80;-2.84604e+80
-5.10219e+80;-6.11845e+80;-1.87152e+80
-2.53673e+80;-7.86339e+80;-1.64754e+80
7.02506e+80;-1.43507e+81;7.01935e+79
4.95695e+81;8.59664e+80;4.31844e+79
1.18076e+82;-8.67877e+80;2.92075e+80
1.1164e+82;-5.45266e+80;-2.86195e+79
6.25661e+81;5.06751e+81;9.41152e+79
1.74258e+82;2.96705e+81;-1.63289e+81
2.84235e+82;7.80549e+81;-1.68375e+81
5.35829e+82;2.5846e+81;-3.63838e+79
1.43858e+82;-2.04504e+82;-3.88112e+81
8.47684e+80;-2.78747e+81;-5.36486e+81
8.11681e+82;-4.44385e+81;7.89939e+81
9.71335e+82;-3.71946e+82;5.20143e+80
8.11478e+82;-8.59735e+82;-9.50455e+81
8.17972e+82;-8.70593e+82;1.01497e+82
8.1545e+82;-3.07871e+83;-1.99484e+82
1.15746e+82;-5.32528e+83;2.13656e+82
-3.21264e+83;-5.04839e+83;1.12197e+82
-1.93722e+83;-8.20164e+83;4.75983e+82
1.73879e+84;-1.16995e+84;1.82922e+83
4.80168e+84;-5.18859e+83;3.18865e+83
9.96522e+83;-1.24916e+84;1.51703e+83
2.97082e+83;-1.46144e+84;7.80289e+83
-1.04682e+83;-3.27381e+84;7.3957e+83
5.03181e+84;-1.7039e+84;6.58618e+83
2.9732e+84;2.44664e+84;2.18784e+83
-2.74515e+84;4.56242e+84;1.66718e+84
-1.81332e+85;2.82688e+84;2.8018e+84
5.5411e+84;-4.37178e+83;3.56736e+84
1.53133e+85;-4.21877e+84;5.69312e+84
4.58275e+85;-8.56567e+84;9.34778e+84
1.19526e+85;-1.78049e+85;6.39073e+84
3.53536e+85;-8.56437e+85;8.60953e+84
1.40159e+86;-7.64131e+85;2.31351e+84
8.0447e+85;-8.4283e+85;-1.04758e+84
-5.54464e+85;-1.98852e+86;7.36016e+84
4.15143e+86;-1.11219e+86;-1.16571e+85
7.18854e+86;1.40628e+86;2.78308e+85
1.38821e+87;-3.93111e+85;5.2949e+85
1.80945e+87;-5.61715e+86;1.08627e+86
2.53848e+86;-5.26684e+86;1.29842e+86
6.29226e+86;-1.66019e+87;1.12425e+86
2.23235e+87;-1.55185e+87;4.65843e+86
-4.07642e+86;-3.97592e+87;-1.87311e+85
3.28575e+87;-4.49646e+87;-1.81926e+86
-2.2787e+87;-2.01451e+87;-4.57694e+86
5.41053e+86;-2.67393e+87;-3.0716e+86
1.2442e+88;-6.96788e+87;1.41837e+87
8.71251e+87;-1.48032e+88;2.65632e+87
1.68506e+88;-1.09305e+88;4.08354e+87
2.58291e+88;-1.58714e+88;6.77876e+86
7.45365e+88;-1.59516e+88;7.26616e+87
8.78336e+88;-3.17677e+88;5.58749e+87
-6.43328e+88;-2.66771e+87;1.743e+88
1.75841e+89;3.76167e+87;3.2727e+88
2.13727e+89;2.57496e+88;4.51493e+88
2.01787e+89;9.75548e+88;2.1349e+88
7.42072e+89;-2.91971e+88;-3.70878e+88
1.37192e+90;-3.06822e+89;1.84945e+88
4.36227e+89;-2.68236e+89;-5.05427e+88
-7.26032e+89;-8.70062e+89;-2.21616e+88
4.0744e+89;-1.3634e+90;-1.67753e+89
1.30834e+90;-1.29964e+90;6.06689e+88
8.94292e+89;-1.96559e+90;1.39842e+89
1.40026e+90;-5.84349e+89;-1.88759e+89
3.91245e+90;-3.41701e+90;-3.99402e+89
3.68741e+90;1.39675e+90;7.03866e+89
7.06875e+90;-3.57797e+90;8.46917e+89
9.7492e+89;-4.42403e+90;1.59856e+90
2.02863e+91;1.90876e+90;1.53607e+90
2.84468e+91;2.18722e+90;3.45603e+90
4.55576e+91;-3.61766e+89;3.93325e+90
-3.53409e+91;-4.4274e+90;3.64964e+90
-1.08594e+90;7.77749e+90;1.08688e+91
-2.7001e+91;3.85205e+91;2.25738e+90
-2.3313e+92;3.91938e+91;2.96333e+91
-2.32045e+92;6.27007e+91;2.18365e+91
-3.81291e+92;4.84981e+90;-3.59952e+91
-1.92631e+92;-1.30194e+91;-6.55398e+91
-8.28194e+92;-1.67132e+91;-1.2834e+90
-8.37943e+92;-3.56041e+92;-4.53839e+91
-1.59547e+93;1.19653e+92;-1.47301e+92
-2.61483e+93;2.21209e+92;-2.78883e+91
-2.81172e+93;1.29619e+93;-8.6141e+91
-1.64798e+93;6.35464e+92;-5.51762e+92
4.32053e+92;2.82035e+93;-1.95088e+91
-1.26907e+92;5.4379e+92;1.44616e+92
5.68583e+92;1.98359e+93;2.11987e+92
1.44901e+94;2.72218e+93;-9.01724e+92
-6.49612e+93;6.40607e+93;1.34127e+93
4.03696e+93;1.88284e+94;1.41548e+93
3.53914e+94;1.71046e+94;7.8315e+92
5.11227e+94;-9.95175e+93;-2.95694e+93
1.20975e+95;2.67736e+94;-4.48436e+93
1.58105e+94;3.72377e+94;-4.41623e+93
-9.01905e+94;-7.69943e+93;-1.71608e+93
-2.30858e+95;-7.82362e+94;6.83112e+93
-2.6125e+95;1.40038e+95;2.31533e+94
1.69928e+95;5.70749e+94;5.30889e+92
-6.3328e+95;5.48799e+95;-2.13442e+94
-7.62453e+95;3.79326e+95;5.79104e+93
-1.75914e+96;6.96349e+95;1.95735e+95
-1.09623e+96;6.20408e+95;1.67851e+95
1.49846e+96;6.2241e+95;4.03069e+95
3.15711e+96;1.42826e+96;6.54047e+95
6.64453e+96;1.02547e+96;7.12457e+95
6.92902e+96;-2.29756e+95;8.48669e+95
1.0664e+97;8.72488e+95;6.331e+95
3.36401e+96;-2.76821e+96;5.05275e+94
1.90072e+97;-4.04317e+96;9.62173e+94
2.8044e+97;5.67275e+96;-6.00921e+95
4.29517e+97;-6.38277e+96;-7.11642e+95
5.41633e+97;-2.35664e+97;-7.8777e+95
7.21288e+96;-2.64276e+97;-6.26271e+96
4.51746e+96;-2.3113e+97;-5.36509e+95
9.0177e+97;-9.01835e+97;9.90031e+95
2.02741e+98;-1.08606e+98;1.23221e+97
2.81457e+98;-1.09006e+98;1.19973e+97
3.3977e+98;3.72505e+97;2.78367e+97
5.88437e+98;-5.66898e+97;1.75883e+97
4.77808e+97;1.9697e+98;-8.78078e+96
5.13225e+98;1.85027e+98;2.8089e+97
-9.21284e+97;2.03052e+98;1.52678e+98
-1.28718e+99;-1.51013e+98;2.99294e+98
-2.08766e+99;-4.01544e+97;2.65043e+98
-4.67194e+99;2.2441e+98;2.16905e+98
-4.38106e+98;1.3177e+98;5.13383e+98
1.00857e+99;3.81098e+99;4.48437e+98
8.62268e+99;2.48806e+98;2.37563e+98
9.04075e+99;-5.41856e+98;1.57004e+99
-4.12034e+99;4.19881e+99;-7.48484e+98
-1.28779e+100;1.48207e+99;1.60588e+99
-5.34467e+99;-5.46708e+98;-1.30927e+99
1.65825e+100;-1.91244e+100;1.16536e+99
3.20944e+100;4.26474e+99;-7.19126e+98
-1.23683e+101;3.5321e+100;3.37739e+99
-9.93615e+100;3.7823e+100;-1.31348e+100
1.19055e+101;4.65509e+99;-1.8368e+100
8.83303e+100;-3.02174e+100;-3.24456e+100
-2.11786e+101;-1.22714e+101;-9.36452e+99
-1.02642e+101;-4.78875e+100;-5.89258e+100
2.11899e+101;2.07582e+101;-5.97178e+100
-6.25064e+101;1.07781e+102;-7.40563e+100
-5.34474e+101;6.83116e+101;1.0545e+100
-3.66863e+102;5.13172e+101;-1.16107e+101
-6.75241e+102;-6.27754e+99;-7.732e+100
-5.999e+102;-2.83366e+101;-7.89665e+100
-9.94558e+102;-1.59073e+102;3.24436e+100
-1.11912e+103;-3.85292e+101;2.97484e+101
-1.20391e+103;2.34849e+101;4.62026e+101
-1.77259e+103;-2.22074e+102;-3.6943e+101
-1.04451e+103;-8.37029e+102;2.37329e+101
-1.80153e+103;-1.26398e+103;9.72818e+100
7.12329e+102;-1.31012e+103;-1.99435e+102
7.35961e+102;7.79688e+100;1.42693e+102
5.05331e+103;3.40893e+103;-4.35287e+102
6.93572e+103;1.91959e+103;-5.61592e+102
-7.0183e+103;8.37603e+103;-9.56396e+101
-6.05574e+103;1.2043e+104;4.61321e+102
-6.22398e+103;2.15122e+104;1.67561e+103
1.24616e+104;3.53073e+104;5.52297e+103
7.16722e+103;3.43633e+104;8.54929e+102
-3.20825e+104;3.89204e+104;3.2249e+103
4.31009e+104;4.81633e+104;-4.76857e+103
-3.58034e+104;1.00574e+105;-4.40918e+103
-1.09556e+105;-1.05702e+104;-1.45813e+104
-1.85755e+105;5.31191e+104;-2.94777e+104
-1.48783e+105;3.15967e+104;-5.53721e+104
2.93073e+105;6.5044e+104;-8.04603e+104
1.58216e+105;-3.35331e+104;-1.32399e+105
3.26852e+105;-6.34329e+103;-2.72678e+105
-2.16031e+105;3.9091e+104;-3.9566e+105
-5.09999e+105;5.70091e+105;-3.51916e+105
1.59963e+106;-8.57794e+105;-6.68791e+104
-2.46901e+106;-1.51951e+106;-1.27814e+105
-4.11993e+106;-2.32888e+106;1.34295e+105
-8.4524e+106;-6.123e+106;2.90203e+105
-1.27207e+107;-6.52018e+106;2.1504e+105
-6.13836e+106;-8.59068e+106;-7.84057e+105
-1.02939e+107;-4.94871e+106;-2.33054e+106
-2.09097e+106;5.37374e+105;-4.0184e+106
-2.36417e+107;2.46985e+107;-6.86893e+106
-3.32006e+107;3.70207e+107;-5.53306e+106
9.13055e+106;3.72655e+107;-1.65782e+107
1.0512e+108;-2.66884e+107;-2.40488e+107
1.03364e+107;-2.65443e+107;-2.57542e+107
1.02279e+108;-4.27397e+107;-3.24471e+107
6.73519e+107;-8.09493e+107;-5.02894e+107
-5.0052e+107;1.69699e+107;-9.73478e+107
3.75506e+108;2.69247e+108;-7.85977e+107
4.90924e+107;2.61946e+108;-1.3468e+108
-1.57352e+109;5.57028e+108;-2.33376e+108
-1.02379e+109;2.25799e+108;-1.57007e+108
-5.39746e+108;-2.53228e+108;1.23039e+108
-3.46985e+109;1.47855e+107;7.41246e+107
1.49782e+109;2.01896e+109;4.43546e+107
5.12915e+109;2.81476e+109;-2.49719e+108
1.66379e+110;3.73887e+109;-2.81507e+108
1.22549e+110;8.15898e+109;4.69085e+108
1.47961e+110;1.70149e+110;-2.0971e+107
2.11763e+110;6.47816e+109;-1.31312e+109
4.83056e+110;9.19435e+109;-1.57141e+109
2.68235e+110;1.54455e+110;-9.69591e+108
8.44847e+110;3.05162e+110;2.74768e+106
1.38853e+111;2.69915e+110;-4.59196e+109
-4.36333e+110;1.00317e+110;1.65437e+109
-7.07783e+110;-3.1698e+110;-1.36876e+110
1.8923e+111;-3.04601e+109;1.49612e+110
4.36745e+110;4.56146e+110;1.54234e+110
-4.79868e+111;-5.51014e+110;5.27615e+110
-8.48771e+111;-4.73149e+111;-1.58566e+110
-2.00885e+112;-2.91558e+111;-4.75724e+110
-2.09972e+112;-3.64381e+111;-1.01328e+111
-2.19452e+112;-6.1929e+111;-7.90143e+110
-4.07029e+110;-4.90206e+111;3.14375e+111
3.52179e+111;-1.01811e+112;1.64943e+111
4.09015e+111;3.05974e+111;4.30784e+111
7.7093e+111;-1.20402e+112;-2.78781e+110
3.39699e+112;-3.63069e+112;7.07318e+111
-1.99775e+113;-7.50579e+112;2.61439e+112
-6.14266e+112;-1.0737e+113;1.69008e+112
-9.43453e+112;-8.78022e+112;1.23863e+112
3.90466e+113;-1.94155e+110;-1.04148e+111
5.88024e+113;-1.02097e+112;1.10501e+112
1.05598e+114;-2.75986e+113;-2.00471e+112
4.44645e+113;-3.69977e+111;-5.78743e+112
1.52075e+114;-4.92753e+113;-6.83507e+112
7.31166e+113;-8.56454e+112;-2.21803e+113
2.36792e+114;-8.81951e+113;-2.64932e+113
-1.42714e+113;4.89803e+113;-2.85138e+113
5.26191e+114;-4.44025e+113;-1.97181e+113
3.06659e+114;-4.06194e+114;-6.20872e+113
-1.11224e+115;-1.93719e+114;-6.56792e+113
-1.98154e+113;-3.49346e+114;2.87149e+113
5.88541e+113;6.35249e+114;-5.17384e+113
-7.35902e+114;-1.41654e+114;-2.91271e+114
-1.46487e+115;2.66044e+114;-4.87388e+114
-2.32123e+115;3.81046e+114;-6.04067e+114
1.29638e+115;-3.49627e+115;-7.76405e+114
5.17878e+114;-8.77356e+112;-8.47191e+114
1.46824e+116;1.77221e+115;-1.18026e+115
2.23889e+116;3.93256e+115;-1.20192e+114
4.92722e+116;1.42081e+115;-3.88324e+114
9.41054e+116;3.74031e+113;-1.52132e+115
1.1445e+117;-1.04837e+116;5.62254e+115
1.46083e+117;-1.75212e+116;5.5411e+115
9.34342e+115;-8.31992e+115;1.50493e+116
5.26077e+116;5.94583e+116;1.33158e+116
4.20412e+116;5.76275e+116;3.0851e+116
2.53762e+117;-4.78217e+116;2.44189e+116
5.75113e+117;-8.82455e+116;1.69312e+116
-2.35589e+117;-1.53722e+117;3.67882e+116
1.89021e+117;-1.30734e+117;-6.54248e+115
4.95999e+117;-3.65055e+117;1.12472e+117
1.50537e+118;-1.72225e+117;-7.59227e+116
3.23867e+118;-8.32275e+117;2.34764e+115
3.48254e+118;-7.57007e+117;-3.23335e+117
9.93921e+118;-1.82156e+118;-5.02435e+116
9.07083e+118;-2.22715e+118;-1.5089e+117
1.07909e+119;-2.733e+118;4.01349e+117
1.46626e+119;6.32899e+117;-6.26377e+116
2.19506e+119;-4.13593e+118;-1.3456e+118
2.14852e+119;-1.169e+118;-3.04692e+118
2.95048e+119;-6.56068e+118;-2.92007e+118
1.17419e+119;-1.32368e+119;-5.32047e+118
3.01449e+119;9.91484e+117;-1.78568e+118
5.61439e+119;-9.28306e+118;4.26427e+118
4.92907e+119;-4.85976e+119;1.11417e+119
2.67147e+119;-4.188e+119;1.34897e+119
5.99532e+119;1.33511e+119;2.30312e+119
1.05721e+120;2.73018e+119;3.46734e+118
-3.2397e+120;1.45546e+120;2.79411e+119
-7.6884e+120;-7.24404e+119;6.4929e+118
-3.11014e+120;-1.7857e+119;-5.87008e+119
5.92882e+120;1.51265e+120;-9.22857e+119
2.06013e+121;9.29668e+120;-6.57656e+119
1.44402e+121;1.49756e+121;-1.93275e+120
2.29783e+121;-2.34867e+119;-3.69935e+120
3.92782e+121;-8.01757e+120;-1.82451e+120
1.07543e+122;1.24817e+121;-4.02885e+120
1.80315e+122;9.49503e+120;-3.58713e+120
2.01155e+122;6.81169e+120;-1.08974e+121
9.71781e+121;2.10588e+120;-2.83665e+121
-1.47301e+122;-7.63661e+121;-9.97939e+120
-2.44278e+122;-4.71413e+121;4.84954e+121
-1.66184e+122;-1.2825e+120;3.30325e+121
-5.41423e+121;1.9309e+122;-4.37186e+121
2.24285e+122;6.30998e+122;-9.70406e+121
6.35642e+122;6.82678e+122;-1.26267e+122
4.27935e+122;1.00394e+123;6.37222e+121
5.82586e+123;1.1228e+123;1.25576e+120
8.10696e+123;8.69055e+122;1.47248e+122
3.73324e+123;1.33775e+123;-2.08657e+122
7.54852e+123;8.33011e+122;3.29371e+122
4.09214e+123;8.70873e+122;5.39639e+122
3.3917e+123;2.02472e+123;1.94438e+123
-1.8793e+123;-1.40918e+123;2.77763e+123
1.99572e+123;8.19575e+123;3.26057e+123
-6.13803e+123;5.62708e+123;2.40987e+123
2.4697e+124;1.17368e+124;-3.04096e+123
-1.34825e+124;4.47087e+124;-1.0237e+124
3.83469e+124;4.72925e+124;-8.30928e+123
2.12048e+125;8.55703e+124;-1.81101e+123
1.11661e+125;7.11564e+123;-5.8722e+123
8.8607e+124;5.49959e+124;6.67052e+123
5.25019e+125;2.82346e+124;-7.44066e+123
1.02309e+126;-4.20547e+123;-3.0819e+124
1.41208e+126;-2.15555e+125;7.25305e+123
5.08469e+125;-1.08617e+125;-3.92195e+124
1.92116e+126;-1.44765e+125;-1.64961e+125
-4.32855e+125;-8.01114e+124;-1.77977e+125
-1.36644e+126;3.34345e+125;4.99251e+124
1.07997e+126;-1.50318e+125;-2.08252e+125
1.92271e+126;1.48557e+126;-3.25629e+125
5.99027e+126;4.55947e+126;2.57971e+125
4.89524e+126;5.59999e+126;1.39167e+126
8.03109e+126;1.19943e+127;7.53506e+125
1.59529e+127;1.15299e+126;6.55838e+125
-1.03702e+127;-1.75036e+126;1.94475e+126
2.59335e+126;1.22452e+127;-2.26346e+126
-6.05688e+126;-9.06908e+125;3.04765e+126
1.0473e+127;2.46314e+126;-1.37069e+126
4.10353e+127;1.80041e+127;-3.2168e+126
2.10027e+128;2.54652e+127;1.46909e+127
9.91941e+127;9.43153e+127;7.70532e+126
1.42527e+128;2.40876e+128;-2.96149e+126
1.46083e+128;2.73638e+128;-2.52366e+127
2.00635e+128;5.09146e+128;-1.08264e+127
3.69112e+128;2.09345e+128;4.70521e+127
-1.43286e+128;-1.01172e+128;7.11435e+127
1.21629e+129;-8.28107e+127;2.73294e+127
-1.33286e+129;9.09313e+128;-1.98901e+127
-5.85128e+128;1.60795e+129;2.31483e+128
1.57026e+129;-3.81673e+127;4.2769e+128
-1.57911e+129;3.00251e+129;4.78699e+128
-7.52674e+129;3.91086e+129;9.64971e+127
-3.33471e+129;8.00963e+129;3.41647e+128
-1.56442e+130;8.7423e+129;-4.91449e+128
2.61857e+128;1.47692e+129;2.02572e+129
-1.5139e+130;1.3767e+130;1.17502e+129
-7.82527e+130;4.9788e+129;1.81721e+129
-1.89134e+131;-1.17824e+130;3.31443e+129
-1.94879e+131;4.98602e+128;1.14448e+130
-1.61876e+131;4.52169e+130;2.26316e+130
-2.5475e+131;8.91542e+130;2.39484e+130
-3.09947e+131;1.7767e+131;2.29207e+130
-2.94858e+131;3.43595e+131;2.45903e+130
-5.82225e+131;2.20936e+131;3.16715e+130
-9.807e+131;2.14764e+131;-2.18902e+130
-8.57224e+131;5.68367e+131;-4.55817e+130
-9.71559e+131;6.18875e+131;-8.66496e+129
-1.98519e+132;1.06327e+132;-2.16485e+130
-2.19273e+131;2.1835e+132;-3.31744e+131
1.62956e+132;3.51196e+132;-3.45204e+131
2.73984e+131;1.80678e+132;-1.0146e+131
-1.95182e+132;1.0344e+132;-2.47497e+131
-2.93601e+132;1.61633e+132;7.24554e+131
7.30989e+132;3.97655e+132;1.04757e+132
-9.08326e+132;6.61455e+132;1.22123e+132
-1.74817e+133;4.16925e+132;7.07772e+131
-1.05573e+133;6.38874e+132;3.97931e+132
-8.78148e+133;1.43645e+133;6.81749e+132
-6.51449e+133;2.40857e+133;4.33566e+132
-1.17401e+134;-8.87997e+132;1.30164e+132
-7.00809e+133;-2.36914e+133;5.56538e+132
-1.74262e+134;2.7455e+133;-4.78785e+132
-1.04575e+134;-1.05901e+134;1.30919e+133
-5.66025e+133;-2.39813e+133;3.01439e+133
-3.30327e+134;-7.57769e+133;-2.56622e+132
-3.72949e+134;9.94819e+133;-6.15608e+133
1.51e+133;1.48716e+134;-4.13987e+133
2.29439e+135;2.84859e+134;-1.04345e+134
1.32961e+135;7.79451e+134;-2.03385e+133
3.09707e+135;1.15645e+135;5.5775e+133
6.55223e+135;1.36245e+135;-3.56384e+134
1.33726e+136;3.40713e+134;-4.72655e+134
1.92804e+136;-7.34676e+134;-7.61635e+134
1.93712e+136;1.3244e+135;-6.85299e+134
3.89062e+136;5.469e+135;-2.53176e+134
4.07621e+136;3.75408e+135;-2.15808e+134
2.92216e+136;6.6315e+135;1.94247e+135
5.45359e+136;2.09342e+136;-1.79866e+135
5.44998e+136;2.62088e+136;-1.4098e+135
1.12987e+137;5.33235e+135;-1.33895e+135
1.75214e+137;2.33887e+136;-2.79905e+135
1.83612e+137;4.23288e+136;1.35755e+136
3.39084e+137;-2.46246e+135;1.39123e+136
6.01329e+137;-1.07642e+137;2.40016e+136
1.88163e+137;-2.75103e+137;2.03628e+136
5.34582e+137;-5.44792e+137;-4.53443e+136
2.12262e+137;-4.98681e+137;-1.63044e+136
1.13118e+138;-4.60446e+137;8.50757e+134
9.00495e+137;-1.43194e+137;-6.51185e+136
1.48187e+138;-2.46562e+137;-2.48518e+137
-8.00812e+137;-9.95749e+137;-4.01832e+137
-2.17825e+138;-1.09318e+138;-4.86749e+136
-1.04837e+138;2.82485e+137;-2.99468e+137
3.91241e+138;3.77e+137;-9.0506e+137
7.18648e+138;2.49382e+138;-1.61985e+138
3.59004e+139;1.45588e+138;-4.75288e+137
2.82017e+139;6.48847e+138;-1.8902e+138
2.73744e+139;-4.11355e+138;-1.00541e+138
5.05273e+139;-4.54783e+138;-2.76637e+138
2.43756e+139;-1.398e+138;-3.02978e+138
4.3455e+139;8.13759e+138;-5.31877e+138
1.00388e+140;4.42256e+139;-1.54974e+139
4.65716e+139;3.63384e+139;-1.4464e+139
1.60458e+140;2.68238e+139;-4.59246e+139
-3.01502e+139;1.23689e+140;-4.126e+139
2.70808e+140;2.19173e+140;-2.30718e+139
1.75836e+140;3.30528e+140;-2.35687e+139
1.39302e+140;1.80241e+140;-1.2193e+140
-1.01888e+141;6.36727e+140;-6.54809e+139
-1.4255e+141;1.08889e+141;-1.49976e+140
-1.56485e+141;9.96477e+140;1.10106e+140
5.79489e+139;2.57127e+140;4.47299e+139
-2.41401e+141;4.35152e+140;1.92343e+140
-1.32666e+141;1.51819e+141;1.79587e+140
-9.74898e+141;-6.71722e+140;1.47193e+141
-1.45668e+142;-2.49284e+141;1.29642e+141
-1.14954e+142;-4.58483e+141;8.17841e+140
-1.00013e+142;-1.54743e+142;1.21865e+141
-1.13343e+142;-2.84727e+142;4.04762e+141
-8.78691e+141;-3.78603e+142;4.42097e+141
-2.01157e+141;-3.83714e+142;1.3697e+141
1.62933e+143;-3.73193e+142;-1.37122e+141
-7.15321e+142;-3.6658e+142;3.20154e+141
-3.02993e+143;4.86464e+141;1.09901e+142
-4.03051e+143;-1.03916e+143;2.19071e+142
-1.68142e+143;-1.92744e+143;3.22251e+142
-1.96773e+143;-2.23578e+142;9.21742e+142
-5.59559e+143;1.69064e+143;7.82458e+142
-9.33473e+142;2.73028e+143;1.58458e+143
1.2722e+144;-2.99251e+143;2.47645e+142
5.69953e+143;-4.09527e+143;1.03112e+143
4.69023e+143;1.50727e+144;-7.28745e+142
-2.05926e+143;1.26222e+144;2.72721e+143
4.26737e+144;2.63223e+144;3.47227e+143
4.11683e+144;2.5816e+144;2.80507e+143
5.64295e+144;-3.32546e+144;-3.26528e+143
-1.32032e+145;-2.92297e+144;-1.11152e+141
-1.93155e+145;1.6383e+144;-6.20761e+142
-6.21649e+144;6.98515e+142;2.04645e+144
-1.07698e+145;-4.3353e+144;6.68754e+144
-5.28418e+145;-1.30539e+145;5.98405e+144
-6.41639e+145;-2.65359e+145;6.7209e+144
-4.03067e+145;-1.35956e+145;2.2685e+145
-2.53044e+145;-6.00724e+145;1.72568e+145
-2.08371e+146;-7.47948e+145;3.31282e+145
-3.26502e+146;3.13753e+145;-1.45795e+144
-4.67312e+146;-4.25843e+145;-2.45654e+145
-1.9334e+146;-1.14274e+146;-6.25173e+144
2.37522e+146;6.35297e+145;2.91415e+145
7.68451e+145;3.48422e+146;-1.72596e+146
1.16706e+147;4.8731e+146;-1.31333e+146
1.26477e+147;-1.24613e+146;-2.24172e+146
-2.16071e+146;-6.79513e+146;6.77314e+145
-1.2828e+147;1.81054e+146;5.19149e+146
1.81614e+147;2.47116e+147;4.63707e+146
-2.31147e+147;5.15087e+147;1.68591e+147
-1.99101e+147;8.58016e+147;1.85909e+147
4.80304e+145;1.27874e+148;9.66717e+146
7.26157e+147;1.46837e+148;3.47141e+146
-1.36289e+147;2.78833e+147;-9.46418e+146
2.47425e+148;7.15981e+147;2.55046e+147
8.0782e+148;-5.04411e+146;3.68114e+146
4.47332e+148;3.42031e+148;-5.23078e+147
8.21249e+148;4.82571e+148;-4.52225e+147
1.69986e+149;4.65321e+148;2.3101e+147
2.18492e+149;6.68579e+148;-2.61589e+147
1.07226e+149;1.22043e+149;-1.1887e+147
2.61594e+149;4.14358e+149;9.79998e+147
6.67508e+149;5.57879e+149;-5.2285e+148
7.32622e+149;4.10434e+149;2.14401e+148
1.23805e+150;6.96126e+149;-1.17038e+148
5.91342e+149;4.7016e+149;-3.67657e+148
-4.01134e+149;2.21161e+150;-2.35611e+149
-6.06912e+150;2.44667e+150;-2.33859e+149
-5.64141e+150;1.43808e+150;-1.5681e+149
-4.57975e+150;1.75987e+150;-3.65731e+149
-2.11768e+150;-1.84486e+150;-7.85485e+149
5.21735e+150;-1.38282e+150;-5.19705e+149
1.36634e+151;-5.99195e+149;-6.00021e+149
2.80095e+151;-1.46662e+149;-8.57845e+149
3.02252e+151;-3.05691e+150;2.54215e+149
3.5106e+151;4.50572e+150;1.7284e+150
